County,County Code,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths
"Sussex County, NJ",34037.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Union County, NJ",34039.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Union County, NJ",34039.0,2003.0,All other drug-induced causes,D9,12.0
"Warren County, NJ",34041.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Bernalillo County, NM",35001.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,130.0
"Chaves County, NM",35005.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Dona Ana County, NM",35013.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Rio Arriba County, NM",35039.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Sandoval County, NM",35043.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"San Juan County, NM",35045.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Santa Fe County, NM",35049.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Valencia County, NM",35061.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Bronx County, NY",36005.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,131.0
"Bronx County, NY",36005.0,2003.0,All other drug-induced causes,D9,61.0
"Kings County, NY",36047.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,205.0
"Kings County, NY",36047.0,2003.0,All other drug-induced causes,D9,33.0
"Nassau County, NY",36059.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Nassau County, NY",36059.0,2003.0,All other drug-induced causes,D9,11.0
"New York County, NY",36061.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,170.0
"New York County, NY",36061.0,2003.0,All other drug-induced causes,D9,35.0
"Onondaga County, NY",36067.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Queens County, NY",36081.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,131.0
"Queens County, NY",36081.0,2003.0,All other drug-induced causes,D9,29.0
"Richmond County, NY",36085.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Suffolk County, NY",36103.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Westchester County, NY",36119.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Brunswick County, NC",37019.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Buncombe County, NC",37021.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Burke County, NC",37023.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Catawba County, NC",37035.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Cleveland County, NC",37045.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Cumberland County, NC",37051.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Davidson County, NC",37057.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Durham County, NC",37063.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Forsyth County, NC",37067.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Gaston County, NC",37071.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
"Guilford County, NC",37081.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Henderson County, NC",37089.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Iredell County, NC",37097.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Mecklenburg County, NC",37119.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0
"New Hanover County, NC",37129.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Pitt County, NC",37147.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Rockingham County, NC",37157.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Rowan County, NC",37159.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Rutherford County, NC",37161.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Wake County, NC",37183.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
"Wilkes County, NC",37193.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Butler County, OH",39017.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Butler County, OH",39017.0,2003.0,All other drug-induced causes,D9,19.0
"Clark County, OH",39023.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Clermont County, OH",39025.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Cuyahoga County, OH",39035.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,83.0
"Franklin County, OH",39049.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,60.0
"Greene County, OH",39057.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Hamilton County, OH",39061.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,60.0
"Jefferson County, OH",39081.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Licking County, OH",39089.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Lorain County, OH",39093.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Lucas County, OH",39095.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Mahoning County, OH",39099.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Montgomery County, OH",39113.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,52.0
"Stark County, OH",39151.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Summit County, OH",39153.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0
"Trumbull County, OH",39155.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Warren County, OH",39165.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Cleveland County, OK",40027.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Oklahoma County, OK",40109.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0
"Tulsa County, OK",40143.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,88.0
"Clackamas County, OR",41005.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Clackamas County, OR",41005.0,2003.0,All other drug-induced causes,D9,10.0
"Douglas County, OR",41019.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Jackson County, OR",41029.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Lane County, OR",41039.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Marion County, OR",41047.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Marion County, OR",41047.0,2003.0,All other drug-induced causes,D9,13.0
"Multnomah County, OR",41051.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,70.0
"Multnomah County, OR",41051.0,2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Multnomah County, OR",41051.0,2003.0,All other drug-induced causes,D9,48.0
"Washington County, OR",41067.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Allegheny County, PA",42003.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,176.0
"Allegheny County, PA",42003.0,2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Beaver County, PA",42007.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Bedford County, PA",42009.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Berks County, PA",42011.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Blair County, PA",42013.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Bucks County, PA",42017.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,57.0
"Butler County, PA",42019.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Cambria County, PA",42021.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Chester County, PA",42029.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Dauphin County, PA",42043.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Delaware County, PA",42045.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0
"Delaware County, PA",42045.0,2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0
"Erie County, PA",42049.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Fayette County, PA",42051.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Lackawanna County, PA",42069.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Lancaster County, PA",42071.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Lawrence County, PA",42073.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Lehigh County, PA",42077.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Luzerne County, PA",42079.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0
"Mercer County, PA",42085.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Monroe County, PA",42089.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Montgomery County, PA",42091.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,56.0
"Northampton County, PA",42095.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Philadelphia County, PA",42101.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,238.0
"Philadelphia County, PA",42101.0,2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19.0
"Philadelphia County, PA",42101.0,2003.0,All other drug-induced causes,D9,19.0
"Schuylkill County, PA",42107.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Somerset County, PA",42111.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Washington County, PA",42125.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Westmoreland County, PA",42129.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"York County, PA",42133.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Kent County, RI",44003.0,2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,22.0
"Providence County, RI",44007.0,2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,81.0
"Aiken County, SC",45003.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Anderson County, SC",45007.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Charleston County, SC",45019.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Greenville County, SC",45045.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"Horry County, SC",45051.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0
"Lexington County, SC",45063.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Richland County, SC",45079.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Spartanburg County, SC",45083.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"York County, SC",45091.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Anderson County, TN",47001.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Blount County, TN",47009.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Davidson County, TN",47037.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,62.0
"Hamilton County, TN",47065.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Hamilton County, TN",47065.0,2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0
"Knox County, TN",47093.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,54.0
"Knox County, TN",47093.0,2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,20.0
"Rutherford County, TN",47149.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Shelby County, TN",47157.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0
"Sumner County, TN",47165.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Wilson County, TN",47189.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Bexar County, TX",48029.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,84.0
"Bexar County, TX",48029.0,2003.0,All other drug-induced causes,D9,54.0
"Brazoria County, TX",48039.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Collin County, TX",48085.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Comal County, TX",48091.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Dallas County, TX",48113.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,124.0
"Dallas County, TX",48113.0,2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21.0
"Dallas County, TX",48113.0,2003.0,All other drug-induced causes,D9,18.0
"Denton County, TX",48121.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Ector County, TX",48135.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"El Paso County, TX",48141.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,52.0
"Fort Bend County, TX",48157.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Galveston County, TX",48167.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Harris County, TX",48201.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,244.0
"Harris County, TX",48201.0,2003.0,All other drug-induced causes,D9,24.0
"Jefferson County, TX",48245.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Lubbock County, TX",48303.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Montgomery County, TX",48339.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
"Nueces County, TX",48355.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0
"Orange County, TX",48361.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Parker County, TX",48367.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Tarrant County, TX",48439.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,112.0
"Tarrant County, TX",48439.0,2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Tarrant County, TX",48439.0,2003.0,All other drug-induced causes,D9,11.0
"Taylor County, TX",48441.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Tom Green County, TX",48451.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Travis County, TX",48453.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,66.0
"Travis County, TX",48453.0,2003.0,All other drug-induced causes,D9,10.0
"Webb County, TX",48479.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Wichita County, TX",48485.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Williamson County, TX",48491.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Davis County, UT",49011.0,2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21.0
"Salt Lake County, UT",49035.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Salt Lake County, UT",49035.0,2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,112.0
"Utah County, UT",49049.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Utah County, UT",49049.0,2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,42.0
"Washington County, UT",49053.0,2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Weber County, UT",49057.0,2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21.0
"Chesterfield County, VA",51041.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Fairfax County, VA",51059.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Henrico County, VA",51087.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Prince William County, VA",51153.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Russell County, VA",51167.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Tazewell County, VA",51185.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Chesapeake city, VA",51550.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Newport News city, VA",51700.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Norfolk city, VA",51710.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Portsmouth city, VA",51740.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Richmond city, VA",51760.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
"Roanoke city, VA",51770.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Virginia Beach city, VA",51810.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Benton County, WA",53005.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Clark County, WA",53011.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
"King County, WA",53033.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,132.0
"King County, WA",53033.0,2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,28.0
"King County, WA",53033.0,2003.0,All other drug-induced causes,D9,15.0
"Kitsap County, WA",53035.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Pierce County, WA",53053.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,77.0
"Skagit County, WA",53057.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Snohomish County, WA",53061.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,65.0
"Spokane County, WA",53063.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,58.0
"Thurston County, WA",53067.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Whatcom County, WA",53073.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Yakima County, WA",53077.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Berkeley County, WV",54003.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Cabell County, WV",54011.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Kanawha County, WV",54039.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Mercer County, WV",54055.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Mingo County, WV",54059.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Raleigh County, WV",54081.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Wyoming County, WV",54109.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Dane County, WI",55025.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Milwaukee County, WI",55079.0,2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,120.0
